PAW protein_summary_9 results file
written: Sat Nov  8 16:01:30 2025

 	=subtotal(109,B6:B8622)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
19.0	1	CONT_101|gi|125081|sp|P19012|K1CO_HUMAN	contaminant	9.6	456	49167	KERATIN, TYPE I CYTOSKELETAL 15 (CYTOKERATIN 15) (K15) (CK 15) [Homo sapiens].	64	0	0.000	4	4	5	6	5	7	8	6	5	5	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.500	0.500	0.500	0.667	0.000	0.500	0.500	0.000	0.000	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_157|gi|1245902|bbs|175065, CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN, sp|A1L317|K1C24_MOUSE, sp|B1AQ75|KRT36_MOUSE, sp|P02535|K1C10_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q62168|K1H2_MOUSE, sp|Q9QWL7|K1C17_MOUSE
20.0	1	CONT_103|gi|2119212|pir||I37982	contaminant	50.3	483	53704	Keratin 8 - human [Homo sapiens].	1179	18	0.015	78	84	102	79	99	98	98	91	98	87	135	130	0	0	0	0	0	0	0	0	0	0	10	8	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	35.426	24.609	CONT_049|gi|88052|pir||A32568, CONT_071|gi|181400, CONT_072|gi|547754|sp|P35908|K22E_HUMAN, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_103|gi|2119212|pir||I37982, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_143|gi|88054|pir||A22940, CONT_172|gi|1903216|gnl|PID|e255375, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|P15331|PERI_MOUSE, sp|P20152|VIME_MOUSE, sp|P31001|DESM_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q8VED5|K2C79_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9DCV7|K2C7_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
21.0	1	CONT_108|gi|125090|sp|P02534|K1M1_SHEEP	contaminant	10.4	412	46674	KERATIN, TYPE I MICROFIBRILLAR 48 KD, COMPONENT 8C-1 (LOW-SULFUR KERATIN) [Ovis aries].	19	4	0.211	0	1	5	1	1	1	1	5	1	1	1	1	0	0	2	0	0	0	0	2	0	0	0	0	0.000	0.000	3.345	0.000	0.000	0.000	0.000	4.011	0.000	0.000	0.000	0.000	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_060|gi|542923|pir||S37780, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN, sp|A1L317|K1C24_MOUSE, sp|B1AQ75|KRT36_MOUSE, sp|P02535|K1C10_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q62168|K1H2_MOUSE, sp|Q9QWL7|K1C17_MOUSE
22.0	1	CONT_120|gi|125108|sp|P08729|K2C7_HUMAN	contaminant	16.4	469	51334	KERATIN, TYPE II CYTOSKELETAL 7 (CYTOKERATIN 7) (K7) (CK 7) [Homo sapiens].	68	1	0.015	7	3	5	4	6	10	8	6	6	5	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	1.429	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CONT_049|gi|88052|pir||A32568, CONT_071|gi|181400, CONT_072|gi|547754|sp|P35908|K22E_HUMAN, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_103|gi|2119212|pir||I37982, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_143|gi|88054|pir||A22940, CONT_172|gi|1903216|gnl|PID|e255375, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|P15331|PERI_MOUSE, sp|P20152|VIME_MOUSE, sp|P31001|DESM_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q8VED5|K2C79_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9DCV7|K2C7_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
22.0001	1	CONT_140|gi|88045|pir||S05602	redundant	16.4	469	51364	keratin K7, type II, epithelial, 55K [Homo sapiens].	68	1	0.015	7	3	5	4	6	10	8	6	6	5	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	1.429	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CONT_049|gi|88052|pir||A32568, CONT_071|gi|181400, CONT_072|gi|547754|sp|P35908|K22E_HUMAN, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_103|gi|2119212|pir||I37982, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_143|gi|88054|pir||A22940, CONT_172|gi|1903216|gnl|PID|e255375, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|P15331|PERI_MOUSE, sp|P20152|VIME_MOUSE, sp|P31001|DESM_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q8VED5|K2C79_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9DCV7|K2C7_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
22.0002	1	CONT_141|gi|88049|pir||B24177	redundant	15.7	489	53806	keratin, 55K type II cytoskeletal (fragment) [Homo sapiens].	68	1	0.015	7	3	5	4	6	10	8	6	6	5	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	1.429	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CONT_049|gi|88052|pir||A32568, CONT_071|gi|181400, CONT_072|gi|547754|sp|P35908|K22E_HUMAN, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_103|gi|2119212|pir||I37982, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_143|gi|88054|pir||A22940, CONT_172|gi|1903216|gnl|PID|e255375, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|P15331|PERI_MOUSE, sp|P20152|VIME_MOUSE, sp|P31001|DESM_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q8VED5|K2C79_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9DCV7|K2C7_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
23.0	1	CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN	contaminant	54.8	593	59518	KERATIN, TYPE I CYTOSKELETAL 10 (CYTOKERATIN 10) (K10) (CK 10) [Homo sapiens].	209	4	0.019	17	13	18	18	15	19	20	17	14	13	23	22	2	0	0	1	1	0	0	0	0	0	0	0	14.030	4.417	5.833	10.524	12.019	6.417	4.500	5.194	4.583	4.333	1.500	6.833	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN, sp|A1L317|K1C24_MOUSE, sp|B1AQ75|KRT36_MOUSE, sp|P02535|K1C10_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q62168|K1H2_MOUSE, sp|Q9QWL7|K1C17_MOUSE
24.0	1	CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN	contaminant	24.8	564	60066	KERATIN, TYPE II CYTOSKELETAL 6F (CYTOKERATIN 6F) (CK 6F) (K6F KERATIN) [Homo sapiens].	143	3	0.021	12	7	10	8	7	19	17	10	9	10	11	23	0	0	0	0	0	1	2	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	3.178	5.741	0.000	0.200	0.200	0.000	0.333	CONT_049|gi|88052|pir||A32568, CONT_071|gi|181400, CONT_072|gi|547754|sp|P35908|K22E_HUMAN, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_103|gi|2119212|pir||I37982, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_143|gi|88054|pir||A22940, CONT_172|gi|1903216|gnl|PID|e255375, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|P20152|VIME_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q8VED5|K2C79_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9DCV7|K2C7_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
25.0	1	CONT_138|gi|71531|pir||KRSHL1	contaminant	10.4	412	46674	keratin, 48K type I microfibrillar, component 8c-1 [Ovis aries].	16	1	0.062	0	1	4	1	1	1	1	3	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0.000	0.000	1.672	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_060|gi|542923|pir||S37780, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN, sp|A1L317|K1C24_MOUSE, sp|B1AQ75|KRT36_MOUSE, sp|P02535|K1C10_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q62168|K1H2_MOUSE, sp|Q9QWL7|K1C17_MOUSE
26.0	1	CONT_142|gi|88053|pir||A29666	contaminant	8.6	629	64447	keratin, 65K type II cytoskeletal [Homo sapiens].	80	0	0.000	8	5	8	6	4	13	8	6	6	5	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CONT_049|gi|88052|pir||A32568, CONT_071|gi|181400, CONT_072|gi|547754|sp|P35908|K22E_HUMAN, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_103|gi|2119212|pir||I37982, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_143|gi|88054|pir||A22940, CONT_172|gi|1903216|gnl|PID|e255375, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|P20152|VIME_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q8VED5|K2C79_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9DCV7|K2C7_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
27.0	1	CONT_143|gi|88054|pir||A22940	contaminant	34.1	643	65493	keratin, 67K type II cytoskeletal [Homo sapiens].	181	0	0.000	9	9	14	11	12	19	16	22	18	18	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	3.917	3.750	0.000	4.917	0.000	0.000	0.000	0.000	0.000	0.500	CONT_071|gi|181400, CONT_072|gi|547754|sp|P35908|K22E_HUMAN, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_103|gi|2119212|pir||I37982, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_143|gi|88054|pir||A22940, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q8VED5|K2C79_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9DCV7|K2C7_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
28.0	1	CONT_156|gi|1363944|pir||JC4313	contaminant	16.1	473	51237	type I keratin 16 [human, epidermal keratinocytes, Peptide, 473 aa].	64	1	0.016	4	4	5	5	4	6	9	7	4	5	4	7	0	0	0	0	0	0	0	0	0	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.667	0.111	0.000	0.333	0.000	2.102	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_157|gi|1245902|bbs|175065, CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN, sp|A1L317|K1C24_MOUSE, sp|B1AQ75|KRT36_MOUSE, sp|P02535|K1C10_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q62168|K1H2_MOUSE, sp|Q9QWL7|K1C17_MOUSE
29.0	1	CONT_157|gi|1245902|bbs|175065	contaminant	54.3	35	4131	keratin 13, K13 {Leu15Pro, alpha-helical rod-domain} [human, white sponge nevus patient, Peptide Partial Mutant, 35 aa].	4	1	0.250	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.167	2.000	0.000	0.000	0.000	0.000	CONT_050|gi|280816|pir||A37343, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_156|gi|1363944|pir||JC4313, CONT_157|gi|1245902|bbs|175065, CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN
30.0	1	CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN	contaminant	11.2	473	50805	KERATIN, TYPE I CYTOSKELETAL 16 (CYTOKERATIN 16) (K16) (CK 16) [Homo sapiens].	62	1	0.016	4	4	5	5	4	6	8	7	4	4	5	6	0	0	0	0	0	0	0	0	0	0	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.167	0.111	0.000	0.000	1.120	0.000	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_157|gi|1245902|bbs|175065, CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN, sp|A1L317|K1C24_MOUSE, sp|B1AQ75|KRT36_MOUSE, sp|P02535|K1C10_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q62168|K1H2_MOUSE, sp|Q9QWL7|K1C17_MOUSE
31.0	1	CONT_172|gi|1903216|gnl|PID|e255375	contaminant	9.1	493	54214	(X99141) type II intermediate filament of hair keratin [Homo sapiens].	21	2	0.095	1	1	2	2	2	3	3	2	1	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0.000	0.000	1.008	1.009	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	CONT_049|gi|88052|pir||A32568, CONT_071|gi|181400, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_103|gi|2119212|pir||I37982, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_172|gi|1903216|gnl|PID|e255375, sp|P03995|GFAP_MOUSE, sp|P11679|K2C8_MOUSE, sp|P20152|VIME_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q8VED5|K2C79_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9DCV7|K2C7_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
32.0	1	REV_A0A087WRT4	reversed	0.7	4602	507525	REVERSED.	4	4	1.000	0	2	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0.000	2.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	 
33.0	1	REV_A0A0B4J1F9	reversed	1.8	1599	208217	REVERSED.	3	3	1.000	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	2.000	0.000	0.000	0.000	 
34.0	1	REV_A0A0G2JEB6	reversed	1.0	3184	360342	REVERSED.	6	6	1.000	0	0	0	0	0	0	1	0	2	1	1	1	0	0	0	0	0	0	1	0	2	1	1	1	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	2.000	1.000	1.000	1.000	 
35.0	1	REV_A0A1L1SUL6	reversed	15.5	329	36805	REVERSED.	24	4	0.167	3	1	2	1	2	3	1	3	2	1	2	3	1	0	0	0	0	0	0	1	1	1	0	0	1.043	0.000	0.000	0.000	0.000	0.000	0.000	1.045	1.018	1.000	0.000	0.000	REV_A0A1L1SUL6, sp|P80316|TCPE_MOUSE
36.0	1	REV_A0A1W2P6U8	reversed	1.0	4986	551845	REVERSED.	8	8	1.000	0	0	1	1	0	0	1	1	1	2	0	1	0	0	1	1	0	0	1	1	1	2	0	1	0.000	0.000	1.000	1.000	0.000	0.000	1.000	1.000	1.000	2.000	0.000	1.000	 
37.0	1	REV_A0A494B9V8	reversed	6.1	424	48290	REVERSED.	3	3	1.000	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	2.000	0.000	0.000	 
38.0	1	REV_A0A571BEV2	reversed	1.5	6590	747314	REVERSED.	9	6	0.667	1	1	0	1	1	0	2	0	2	1	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1.000	1.000	0.000	1.000	0.000	0.000	1.042	0.000	1.031	1.000	0.000	0.000	REV_A0A571BEV2, sp|Q9JHR7|IDE_MOUSE
39.0	1	REV_A0A571BF02	reversed	0.8	3624	415379	REVERSED.	3	3	1.000	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0.000	0.000	1.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	 
40.0	1	REV_A0A571BF58	reversed	2.1	7523	871223	REVERSED.	15	15	1.000	1	1	1	1	3	1	3	0	1	1	1	1	1	1	1	1	3	1	3	0	1	1	1	1	1.000	1.000	1.000	1.000	3.000	1.000	3.000	0.000	1.000	1.000	1.000	1.000	 
41.0	1	REV_A0A571BG01	reversed	2.9	905	102490	REVERSED.	2	2	1.000	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	 
42.0	1	REV_A0A571BGC3	reversed	1.5	4596	529494	REVERSED.	7	7	1.000	0	1	0	0	0	3	0	1	0	0	0	2	0	1	0	0	0	3	0	1	0	0	0	2	0.000	1.000	0.000	0.000	0.000	3.000	0.000	1.000	0.000	0.000	0.000	2.000	 
43.0	1	REV_A0A9L6KDQ4	reversed	0.9	6688	701088	REVERSED.	8	3	0.375	0	1	0	0	0	1	2	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0.000	0.250	0.000	0.000	0.000	0.250	0.583	0.000	1.500	0.000	2.000	0.000	REV_A0A6B9UF22, REV_A0A9L6KDQ4, REV_A0A9L6KDR4, REV_A0A9L6KDT8
44.0	1	REV_A0A9L6KDR4	reversed	0.4	5411	568669	REVERSED.	5	1	0.200	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.000	0.250	0.000	0.000	0.000	0.250	0.250	0.000	1.500	0.000	0.000	0.000	REV_A0A6B9UF22, REV_A0A9L6KDQ4, REV_A0A9L6KDR4, REV_A0A9L6KDT8
44.0001	1	REV_A0A9L6KDR9	redundant	0.5	4645	490173	REVERSED.	5	1	0.200	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.000	0.250	0.000	0.000	0.000	0.250	0.250	0.000	1.500	0.000	0.000	0.000	REV_A0A6B9UF22, REV_A0A9L6KDQ4, REV_A0A9L6KDR4, REV_A0A9L6KDT8
